name,address,website,phone_number,reviews_count,reviews_average,latitude,longitude
East Coast Equipment Group Inc · Visited link,"6593 Wallis Rd, West Palm Beach, FL 33413",ecequipment.com,(561) 517-4427,0,3.8,27.6235095,-86.446265
Up Equipment USA · Visited link,"1634 Land O' Lakes Blvd, Lutz, FL 33549",upequipmentusa.com,(813) 934-8482,0,5.0,27.6235095,-86.446265
Quality Equipment & Parts · Visited link,"4894 NW, US-41, Lake City, FL 32055",qepusa.com,(386) 754-6186,0,4.8,27.6235095,-86.446265
Florida Heavy Equipment Sales · Visited link,,floridaheavyequipmentsales.com,(863) 393-8444,0,5.0,27.6235095,-86.446265
Everglades Equipment Group · Visited link,"12049 S Orange Blossom Trl, Orlando, FL 32837",evergladesfarmequipment.com,(407) 240-1023,0,4.6,27.6235095,-86.446265
"Florida Equipment, Inc. · Visited link","23800 Reading Rd, Howey-In-The-Hills, FL 34737",floridawatertrucks.com,(352) 324-2199,0,3.0,27.6235095,-86.446265
Heavy Equipment Parts USA · Visited link,"7826-7828 NW 53rd St, Miami, FL 33166",,(954) 634-2888,0,0.0,27.6235095,-86.446265
Everglades Equipment Group · Visited link,"2805 State Rd 60, Plant City, FL 33567",evergladesfarmequipment.com,(813) 737-1660,0,4.5,27.6235095,-86.446265
Florida Coast Equipment · Visited link,"5211 FL-40, Ocala, FL 34482",floridacoasteq.com,(352) 368-2400,0,4.4,27.6235095,-86.446265
United Rentals · Visited link,"10120 Elizabeth Pl, Tampa, FL 33619",unitedrentals.com,(813) 603-3341,0,0.0,27.6235095,-86.446265
UNITED TRADING & ENGINEERING SERVICES · Visited link,"111 N Orange Ave Suit 800, Orlando, FL 32801",unitedtradingservices.com,(813) 304-9938,0,0.0,27.6235095,-86.446265
United States Ramps · Visited link,,unitedstatesramps.com,(863) 227-6795,0,0.0,27.6235095,-86.446265
Rental World of St. Cloud · Visited link,"312 E 13th St, St Cloud, FL 34769",rentalworldfl.com,(407) 957-3111,0,4.3,27.6235095,-86.446265
Everglades Equipment Group · Visited link,"1800 US-441, Leesburg, FL 34748",evergladesfarmequipment.com,(352) 315-1016,0,4.6,27.6235095,-86.446265
Southern States Toyotalift · Visited link,"115 S 78th St, Tampa, FL 33619",sstlift.com,(800) 226-2345,0,4.0,27.6235095,-86.446265
USA Tools · Visited link,"2037 NW 27th Ave, Miami, FL 33142",usatoolsinc.com,(305) 633-6852,0,3.3,27.6235095,-86.446265
Mid-Florida Restaurant Equipment & Supply · Visited link,"809 E Donegan Ave, Kissimmee, FL 34744",mfres.com,(407) 343-0033,0,4.9,27.6235095,-86.446265
Grove Equipment Service · Visited link,"5905 State Rd 60 East, Bartow, FL 33830",groveequipment.biz,(863) 537-1345,0,4.4,27.6235095,-86.446265
Newman Tractor · Visited link,"2600 State Rd 60 W, Bartow, FL 33830",newmantractor.com,(863) 533-8900,0,4.4,27.6235095,-86.446265
"Cases2Go | Custom Case, Road Case, SKB Cases, Anvil Cases of Florida, United States · Visited link","4910 Creekside Dr STE B, Clearwater, FL 33760",cases2go.com,(813) 513-9910,0,5.0,27.6235095,-86.446265
Florida Supply USA INC · Visited link,"and 9, 1360 N Goldenrod Rd Suite 8, Orlando, FL 32807",floridasupplyusa.com,(407) 985-5806,0,5.0,27.6235095,-86.446265
Florida Restaurant & Kitchen Supplies · Visited link,"447 W State Rd 436, Altamonte Springs, FL 32714",flrestaurantsupplies.com,(407) 714-8466,0,4.8,27.6235095,-86.446265
USA Hospitality · Visited link,"11505 Satellite Blvd Suite 5, Orlando, FL 32837",usahospitality.com,(407) 903-1600,0,5.0,27.6235095,-86.446265
Rural King · Visited link,"1970 State Rd 60, Lake Wales, FL 33853",ruralking.com,(863) 676-1237,0,4.5,27.6235095,-86.446265
Sysco Central Florida - Food Distributor & Restaurant Supplies · Visited link,"200 Story Rd, Ocoee, FL 34761",sysco.com,(407) 877-8500,0,2.5,27.6235095,-86.446265
DICK'S Sporting Goods · Visited link,"8001 S Orange Blossom Trl Ste 1302, Orlando, FL 32809",stores.dickssportinggoods.com,(321) 445-4286,0,4.1,27.6235095,-86.446265
Play It Again Sports · Visited link,"10601 US-441 Unit c13, Leesburg, FL 34788",playitagainsports.com,(352) 343-5995,0,4.2,27.6235095,-86.446265
