name,address,website,phone_number,reviews_count,reviews_average,latitude,longitude
The Reid Farm · Visited link,"2670 San Juan St, DeLand, FL 32724",thereidfarm.com,(407) 929-2892,0,4.8,28.975997,-85.8704948
Cowart Ranch and Farms · Visited link,"8185 State Rte 100, Bunnell, FL 32110",cowartranchandfarms.com,(386) 437-0750,0,4.4,28.975997,-85.8704948
Brown & Brown Farms and Country Store · Visited link,"13940 US-301, Oxford, FL 34484",brownandbrownfarms.com,(352) 748-2085,0,4.7,28.975997,-85.8704948
G & D Farm · Visited link,"37381 FL-62, Duette, FL 34219",wishfarms.com,(941) 776-9324,0,4.6,28.975997,-85.8704948
Florida Agriculture In · Visited link,"Mowry Rd, Gainesville, FL 32611",faitc.org,(352) 846-1391,0,0.0,28.975997,-85.8704948
Costa Farms LLC · Visited link,"2827 FL-64, Wauchula, FL 33873",,(863) 735-1412,0,3.9,28.975997,-85.8704948
Wildflower Farm Orlando · Visited link,"2218 Carrington Dr, Orlando, FL 32807",wildflowerfarmorlando.com,(407) 592-4103,0,5.0,28.975997,-85.8704948
The Dancing Goat · Visited link,"12502 Maverick Ct, Tampa, FL 33626",dancinggoatdairy.com,(813) 784-0353,0,4.9,28.975997,-85.8704948
Hinton Farms · Visited link,"1839 N Dover Rd, Dover, FL 33527",hintonfarms.com,(813) 659-2160,0,4.3,28.975997,-85.8704948
Family farms inc.U-Pick · Visited link,"14950 SW 14th St, Davie, FL 33326",familyfarmsonline.com,(954) 804-2850,0,4.3,28.975997,-85.8704948
Florida Mineral Salt & Agricultural Products · Visited link,"4014 N 40th St, Tampa, FL 33610",floridamineral.com,(800) 741-5450,0,4.2,28.975997,-85.8704948
Olivor Heritage Farms · Visited link,"341 Sydney Washer Rd, Dover, FL 33527",olivorheritagefarms.com,(813) 543-6037,0,4.8,28.975997,-85.8704948
LaPorte Farms · Visited link,"7700 129th St, Sebastian, FL 32958",laportefarms.com,(772) 633-0813,0,4.8,28.975997,-85.8704948
Buckingham Farms · Visited link,"12931 Orange River Blvd, Fort Myers, FL 33905",buckinghamfarmsonline.com,(239) 206-2303,0,4.8,28.975997,-85.8704948
Southern Hill Farms · Visited link,"16651 Schofield Rd, Clermont, FL 34714",southernhillfarms.com,(407) 986-5806,0,4.7,28.975997,-85.8704948
A Natural Farm and Educational Center · Visited link,"23630 FL-19, Howey-In-The-Hills, FL 34737",anaturalfarm.com,(352) 536-3112,0,4.8,28.975997,-85.8704948
Coon Hollo Farm · Visited link,"22480 N US Hwy 441, Micanopy, FL 32667",coonhollo.com,(352) 318-9258,0,4.6,28.975997,-85.8704948
SunShine Ranch · Visited link,"415 State Rte 415, Osteen, FL 32764",,(407) 797-7974,0,4.3,28.975997,-85.8704948
Fica Farms · Visited link,"22401 SW 207th Ave, Miami, FL 33170",ficafarms.com,(786) 206-1800,0,4.9,28.975997,-85.8704948
Great Scott Farms · Visited link,"26216 County Rd 448A, Mt Dora, FL 32757",visitgreatscott.com,(352) 383-1792,0,4.5,28.975997,-85.8704948
Melon 1 · Visited link,"1300 FL-31, Punta Gorda, FL 33982",melon1.com,(800) 494-3505,0,3.8,28.975997,-85.8704948
Kirby Family Farm · Visited link,"19630 NE 30 St, Williston, FL 32696",kirbyfarm.com,(352) 812-7435,0,4.4,28.975997,-85.8704948
Florida Black Farmers · Visited link,"2649 W Silver Springs Blvd, Ocala, FL 34474",,(352) 425-5676,0,5.0,28.975997,-85.8704948
Blueberry Hill Farm · Visited link,"5000 Berry Groves Rd, Clermont, FL 34714",blueberryhillorganics.com,(352) 931-3885,0,4.9,28.975997,-85.8704948
Long & Scott Farms · Visited link,"26216 County Rd 448A, Mt Dora, FL 32757",longandscottfarms.com,(352) 383-6900,0,4.6,28.975997,-85.8704948
U.S. Department of Agriculture · Visited link,"1124 1st St S, Winter Haven, FL 33880",usda.gov,(863) 324-3375,0,0.0,28.975997,-85.8704948
Florida Farm Bureau Federation · Visited link,"5700 SW 34th St, Gainesville, FL 32608",floridafarmbureau.org,(352) 378-1321,0,4.6,28.975997,-85.8704948
Indian Summer Honey Farm · Visited link,"7269 State Rte 50, Webster, FL 33597",indiansummerhoneyfarm.com,(352) 429-0054,0,4.7,28.975997,-85.8704948
Agricultural Statistics · Visited link,"2290 Lucien Way, Maitland, FL 32751",nass.usda.gov,(407) 648-6013,0,0.0,28.975997,-85.8704948
Berry Sweet Acres · Visited link,"5621 US-92, Plant City, FL 33566",berrysweetacres.com,(813) 441-4993,0,4.6,28.975997,-85.8704948
Giraffe Ranch · Visited link,"38650 Mickler Rd, Dade City, FL 33523",girafferanch.com,(813) 482-3400,0,4.6,28.975997,-85.8704948
"Tropical Acres Farms, Inc - Mangoes, Avocados, Sapodillas & Mangos Trees · Visited link","1010 Camellia Rd, West Palm Beach, FL 33405",tropicalacresfarms.com,(561) 329-6066,0,4.6,28.975997,-85.8704948
Countryside Family Farms · Visited link,"6325 81st St, Vero Beach, FL 32967",countrysidecitrus.com,(772) 581-0999,0,4.6,28.975997,-85.8704948
Princess Flock Fresh Eggs · Visited link,"2527 Princess Way, Kissimmee, FL 34746",princessflock.com,(321) 263-9251,0,5.0,28.975997,-85.8704948
Oak Haven Farms · Visited link,"32418 Avington Rd, Sorrento, FL 32776",berriesandwines.com,(352) 735-1996,0,4.7,28.975997,-85.8704948
Produce 863 · Visited link,"6121 US Hwy 98 N, Lakeland, FL 33809",facebook.com,(863) 677-5655,0,5.0,28.975997,-85.8704948
"University of Florida, Institute of Food and Agricultural Sciences · Visited link","McCarty Hall, 1604 McCarty Dr #1008, Gainesville, FL 32603",ifas.ufl.edu,(352) 392-1971,0,3.9,28.975997,-85.8704948
Windmill Acres Farm · Visited link,"13323 SE 114th St Rd, Ocklawaha, FL 32179",windmilldairies.com,(352) 812-3241,0,4.7,28.975997,-85.8704948
Parkesdale Farm Market · Visited link,"3702 W Baker St, Plant City, FL 33563",parkesdale.com,(813) 752-0502,0,4.7,28.975997,-85.8704948
Jersey Cow Farms · Visited link,"8699 SE 66th Ave, Trenton, FL 32693",jerseycowfarms.com,(352) 448-1013,0,4.2,28.975997,-85.8704948
Uncle Matt's Organic · Visited link,"1645 State Rte 50, Clermont, FL 34711",unclematts.com,(352) 394-8737,0,4.6,28.975997,-85.8704948
Rebel Farms · Visited link,"1490 James St, New Smyrna Beach, FL 32168",rebelfarms.org,(386) 845-4196,0,5.0,28.975997,-85.8704948
"Adams Ranch, Inc. · Visited link","26001 Orange Ave, Fort Pierce, FL 34945",adamsranch.com,(772) 579-9962,0,4.8,28.975997,-85.8704948
Linden Hollow Sheep Farm · Visited link,"6880 E Irlo Bronson Memorial Hwy, St Cloud, FL 34772",lindenhollowsheepfarm.com,(321) 624-1704,0,4.4,28.975997,-85.8704948
Wish Farms Soundstage · Visited link,"303 Lemon St, Plant City, FL 33563",,,0,4.9,28.975997,-85.8704948
R.C. Hatton Farms · Visited link,"135 Bacom Point Rd, Pahokee, FL 33476",rchattonfarms.com,(561) 924-2455,0,4.0,28.975997,-85.8704948
Homegrown Shrimp USA · Visited link,"21125 SW Farm Rd, Indiantown, FL 34956",homegrownshrimp-usa.com,(772) 597-8484,0,4.1,28.975997,-85.8704948
Heavenly Farms · Visited link,"15050 Sugarbowl Rd, Myakka City, FL 34251",heavenlyfarmsweddings.com,(941) 539-9550,0,5.0,28.975997,-85.8704948
Keel Farms Agrarian at Keel Farms · Visited link,"5202 Thonotosassa Rd, Plant City, FL 33565",keelfarms.com,(813) 752-9100,0,4.5,28.975997,-85.8704948
Seed World USA · Visited link,"6881 Lutz Lake Fern Rd, Odessa, FL 33556",seedworldusa.com,(813) 540-7777,0,4.6,28.975997,-85.8704948
Alliance Dairies · Visited link,"4951 NW 170th St, Trenton, FL 32693",alliancedairies.com,(352) 463-6613,0,4.4,28.975997,-85.8704948
Two Rivers Ranch · Visited link,"40 Ranch Rd, Thonotosassa, FL 33592",,(813) 986-5788,0,3.4,28.975997,-85.8704948
Keely Farms Dairy · Visited link,"2431 S Glencoe Rd, New Smyrna Beach, FL 32168",keelyfarmsdairy.com,(386) 314-5111,0,4.6,28.975997,-85.8704948
Joshua Citrus Inc · Visited link,"4135 Co Rd 760, Arcadia, FL 34266",joshuacitrus.com,(863) 494-6166,0,4.6,28.975997,-85.8704948
Mindful Blooms Farm · Visited link,"14800 Sugarbowl Rd, Myakka City, FL 34251",mindfulbloomsfarm.com,(941) 773-2457,0,5.0,28.975997,-85.8704948
Keel Farms · Visited link,"5202 Thonotosassa Rd, Plant City, FL 33565",keelfarms.com,(813) 752-9100,0,4.7,28.975997,-85.8704948
Robert Is Here Fruit Stand · Visited link,"19200 SW 344th St, Homestead, FL 33034",robertishere.com,(305) 246-1592,0,4.6,25.4474238,-85.116119
Henscratch Farms · Visited link,"980 Henscratch Rd, Lake Placid, FL 33852",henscratchfarms.com,(863) 699-2060,0,4.4,25.4474238,-85.116119
Blackwater Creek Koi Farm · Visited link,"30540 FL-44, Eustis, FL 32736",koisale.com,(352) 357-4563,0,4.6,28.909514,-86.0634798
Diamondcrest Farms · Visited link,"9007 Carey Rd, Lithia, FL 33547",diamondcrestkennels.com,(603) 998-0628,0,4.7,28.909514,-86.0634798
Southern Grace Lavender Farm · Visited link,"1406 K O S Ranch Rd, Southport, FL 32409",southerngracelavenderfarm.com,(850) 640-7774,0,5.0,30.3997793,-90.323236
Florida Sun Grown · Visited link,"9701 Paso Fino Ln, Clermont, FL 34711",floridasungrown.com,(407) 248-1212,0,4.9,28.485835,-86.4140888
Florida Ranch Sorting Arena · Visited link,"2423 Welcome Rd, Lithia, FL 33547",floridaranchsorting.com,,0,4.9,28.485835,-86.4140888
Gypsy Gold Horse Farm · Visited link,"12501 8th Ave, Ocala, FL 34473",gypsygold.com,(352) 307-3777,0,4.8,28.485835,-86.4140888
Kim's Cabbage Patch · Visited link,"511 State Rte 50, Clermont, FL 34711",facebook.com,(352) 394-4119,0,4.9,28.485835,-86.4140888
HM Cattle Company · Visited link,"7400 State Rte 50, Webster, FL 33597",hmcattlecompany.net,(352) 418-6040,0,4.9,28.485835,-86.4140888
Lazy Lay Acres · Visited link,"14920 Swift Rd, Dade City, FL 33525",lazylayacres.com,(352) 567-6808,0,4.5,28.485835,-86.4140888
Cherrylake · Visited link,"7836 Cherry Lake Rd, Groveland, FL 34736",cherrylake.com,(352) 429-2171,0,4.3,28.485835,-86.4140888
The Barn at Martin Farms www.barnatmartinfarms.com · Visited link,"8540 South, S Hwy 314 A, Ocklawaha, FL 32179",barnatmartinfarms.com,(352) 598-8760,0,4.1,28.485835,-86.4140888
Barton Beef · Visited link,"5404 Co Rd 304, Bunnell, FL 32110",bartonbeef.com,(386) 793-0963,0,4.9,28.485835,-86.4140888
"Secret Gardens Winery & Farm, Inc. · Visited link","8222 W Josephine Rd, Sebring, FL 33875",secretgardenswinery.com,(863) 414-4618,0,4.8,28.485835,-86.4140888
Rockledge Gardens · Visited link,"2153 US-1, Rockledge, FL 32955",rockledgegardens.com,(321) 636-7662,0,4.8,28.485835,-86.4140888
"Smith Family Ranch, LLC · Visited link","13444 Moore Rd, Lakeland, FL 33809",smithranchlakeland.com,(863) 559-9952,0,4.3,28.485835,-86.4140888
Hunsader Farms INC. · Visited link,"5500 Co Rd 675, Bradenton, FL 34211",hunsaderfarms.com,(941) 322-2168,0,4.2,28.485835,-86.4140888
Sweetfields Farm · Visited link,"17250 Benes Roush Rd, Brooksville, FL 34604",sweetfieldsfarm.com,(352) 279-0977,0,4.7,28.485835,-86.4140888
Albritton Fruit Farms · Visited link,"9600 State Rd 72, Sarasota, FL 34241",albrittonfruitfarms.com,(941) 780-0888,0,4.8,28.485835,-86.4140888
Far Reach Ranch UPICK Farm · Visited link,"1255 S Dora Blvd, Tavares, FL 32778",farreachranch.com,(352) 343-7389,0,4.8,28.485835,-86.4140888
5K Farms Organic U-Pick · Visited link,"4410 Roebuck Rd, Plant City, FL 33567",facebook.com,(813) 836-9526,0,4.7,28.485835,-86.4140888
The Market at St Martin Farms · Visited link,"4898 James L Redman Pkwy, Plant City, FL 33567",facebook.com,,0,4.9,28.485835,-86.4140888
Amber Brooke Farms Eustis · Visited link,"36111 County Rd 44A, Eustis, FL 32736",amberbrookefarms.com,(352) 755-0064,0,4.7,28.485835,-86.4140888
"Three Son Farms, L.L.C. (McIntosh Station) · Visited link","3830 McIntosh Rd, Dover, FL 33527",m.facebook.com,(813) 763-3242,0,4.6,28.485835,-86.4140888
Artisan Acres Farms · Visited link,"31614 Bottany Woods Dr, Eustis, FL 32736",artisanacres.com,(407) 915-4122,0,4.8,28.485835,-86.4140888
Butrico Groves Orange Grove · Visited link,"6065 Magnolia St, Mims, FL 32754",butricogroves.com,(321) 225-4497,0,4.8,28.485835,-86.4140888
Knaus Berry Farm · Visited link,"15980 SW 248th St, Homestead, FL 33031",knausberryfarm.com,(305) 247-0668,0,4.7,28.485835,-86.4140888
Grahams U Pick Peaches · Visited link,"14803 Lake Yale Rd, Umatilla, FL 32784",grahamsupickfarms.com,(352) 636-3821,0,4.9,28.485835,-86.4140888
HorsePower for Kids & Animal Sanctuary · Visited link,"8005 Racetrack Rd, Tampa, FL 33635",horsepowerforkids.com,(813) 855-8992,0,4.7,28.485835,-86.4140888
