name,address,website,phone_number,reviews_count,reviews_average,latitude,longitude
Salty Kitten Tattoo Co.·Lien consulté,"4902 S State St, Murray, UT 84107, États-Unis",saltykittentattoo.com,+1 801-313-4155,0,5.0,40.9165803,-112.241144
Dark Arts Tattoo & Dark Mark Piercing Studio·Lien consulté,"7607 Main St, Midvale, UT 84047, États-Unis",darkartsmidvale.com,,0,4.8,40.9165803,-112.241144
Frost City Tattoo·Lien consulté,"7045 State St, Midvale, UT 84047, États-Unis",frostcitytatau.com,+1 801-676-9830,0,4.8,40.9165803,-112.241144
Resolute Tattoo and Piercing·Lien consulté,"1626 State St, Salt Lake City, UT 84115, États-Unis",facebook.com,+1 385-355-9992,0,4.7,40.9165803,-112.241144
Only Forever Tattoo·Lien consulté,"285 W 800 S # 201, Salt Lake City, UT 84101, États-Unis",onlyforevertattoo.com,+1 801-493-5956,0,5.0,40.9165803,-112.241144
Ogden Tattoo Parlor·Lien consulté,"455 24th St suite 100, Ogden, UT 84401, États-Unis",ogdentattooparlor.com,+1 385-244-1830,0,4.9,41.2225494,-112.5455605
27 Tattoo Studio·Lien consulté,"535 S 700 E #2872, Salt Lake City, UT 84102, États-Unis",tattoo27.com,+1 801-906-8116,0,4.7,40.757462,-112.4473812
Lost Art Tattoo·Lien consulté,"348 S State St, Salt Lake City, UT 84111, États-Unis",,+1 801-537-7858,0,4.5,40.757462,-112.4473812
Heart Of Gold Tattoo·Lien consulté,"853 E 400 S, Salt Lake City, UT 84102, États-Unis",instagram.com,+1 801-359-4546,0,4.5,40.757462,-112.4473812
Yellow Rose Tattoo·Lien consulté,"250 S 1300 E, Salt Lake City, UT 84102, États-Unis",yellowrosetattoos.com,+1 801-415-9596,0,4.7,40.757462,-112.4473812
Esoteric Tattoo LLC·Lien consulté,"1103 S State St, Salt Lake City, UT 84111, États-Unis",,+1 385-301-8559,0,4.9,40.757462,-112.4473812
Only Forever Tattoo·Lien consulté,"285 W 800 S # 201, Salt Lake City, UT 84101, États-Unis",onlyforevertattoo.com,+1 801-493-5956,0,5.0,40.757462,-112.4473812
ASI Tattoo: Artistic Skin Illustrations·Lien consulté,"1136 State St, Salt Lake City, UT 84111, États-Unis",facebook.com,+1 801-883-9577,0,4.4,40.757462,-112.4473812
Hidden Lotus Tattoo and Art Gallery·Lien consulté,"1154 S 300 W B, Salt Lake City, UT 84101, États-Unis",facebook.com,+1 385-259-0537,0,4.7,40.757462,-112.4473812
My Pride Tattoo·Lien consulté,"135 S State St #7, Lindon, UT 84042, États-Unis",,+1 801-701-0626,0,4.7,40.335509,-112.29044
Ogden Tattoo Parlor·Lien consulté,"455 24th St suite 100, Ogden, UT 84401, États-Unis",ogdentattooparlor.com,+1 385-244-1830,0,4.9,41.2225494,-112.5455605
Art Of War tattoo·Lien consulté,"5523 S 1900 W #5, Roy, UT 84067, États-Unis",artofwarutah.com,+1 801-837-3739,0,4.6,41.2225494,-112.5455605
Olympus Tattoo·Lien consulté,"1779 1100 E, Salt Lake City, UT 84105, États-Unis",olympustattoogallery.com,+1 385-743-0228,0,4.9,40.7319219,-112.4361675
Marauder Tattoo·Lien consulté,"4700 S 900 E #36, Millcreek, UT 84117, États-Unis",facebook.com,+1 385-495-8436,0,4.8,40.7319219,-112.4361675
Sweetneedles Tattoo·Lien consulté,"605 N 300 W, Salt Lake City, UT 84103, États-Unis",sumaps.top,+1 385-528-2491,0,5.0,40.7319219,-112.4361675
Studio Elev8 Tattoo·Lien consulté,"10623 S Redwood Rd, South Jordan, UT 84095, États-Unis",studioelev8.com,+1 385-229-7048,0,4.9,40.7319219,-112.4361675
Empire Ink·Lien consulté,"511 W 200 S #135, Salt Lake City, UT 84101, États-Unis",johnholmstock2.wix.com,+1 801-364-4094,0,4.8,40.7319219,-112.4361675
AWS TATTOOS PIERCING·Lien consulté,"854 S State St, Salt Lake City, UT 84111, États-Unis",tattoshopsnearme.com,+1 385-881-7087,0,4.7,40.7319219,-112.4361675
Xodus Tattoo Shop·Lien consulté,"1776 W 10610 S Ste B, South Jordan, UT 84095, États-Unis",,,0,5.0,40.7319219,-112.4361675
Wild Coyote Tattoo·Lien consulté,"7681 S Main St, Midvale, UT 84047, États-Unis",instagram.com,+1 801-824-6645,0,4.3,40.7319219,-112.4361675
Heart Of Gold Tattoo·Lien consulté,"853 E 400 S, Salt Lake City, UT 84102, États-Unis",instagram.com,+1 801-359-4546,0,4.5,40.7319219,-112.4361675
Zen Tattoo·Lien consulté,"294 W 4500 S, Salt Lake City, UT 84107, États-Unis",zentattooslc.com,+1 801-262-3396,0,4.7,40.7319219,-112.4361675
Aniquity Tattoo·Lien consulté,"7681 S Main St, Midvale, UT 84047, États-Unis",aniquitytattoo.com,+1 801-518-0610,0,5.0,40.7319219,-112.4361675
Black Rabbit·Lien consulté,"7610 Main St, Midvale, UT 84047, États-Unis",instagram.com,,0,4.9,40.7319219,-112.4361675
THE BLACK ART SOCIETY·Lien consulté,"855 E 4800 S #240, Murray, UT 84107, États-Unis",beehivebutter.com,+1 385-429-2780,0,4.9,40.7319219,-112.4361675
Look Look Tattoo·Lien consulté,"2008 S 1100 E, Salt Lake City, UT 84106, États-Unis",looklooktattoo.com,+1 801-419-0508,0,4.9,40.7319219,-112.4361675
"Tattoo Ink Utah, LLC·Lien consulté","9109 S Redwood Rd, West Jordan, UT 84088, États-Unis",tattooinkutah.com,+1 385-881-7398,0,5.0,40.7319219,-112.4361675
Artist Made Tattoo & Piercings·Lien consulté,"2465 N Main St #9, Sunset, UT 84015, États-Unis",facebook.com,+1 385-423-2549,0,5.0,41.1505403,-112.6036432
The Hive SLC Tattoo & Aftercare·Lien consulté,"3081 E 3300 S, Salt Lake City, UT 84109, États-Unis",thehiveslc.com,+1 385-229-4086,0,4.9,40.700295,-112.3826135
Revolt Tattoos·Lien consulté,"6191 S State St STE #1915, Murray, UT 84107, États-Unis",revolttattoos.com,+1 801-509-8602,0,4.3,40.700295,-112.3826135
The Shop Tattoo & Beauty·Lien consulté,"3870 US-91, Hyde Park, UT 84318, États-Unis",,+1 435-265-8092,0,5.0,41.8026075,-112.4098044
Reverence Tattoo·Lien consulté,"1185 Richards St, Salt Lake City, UT 84101, États-Unis",reverencetattoos.com,+1 801-906-8237,0,4.9,40.7431151,-112.46897
Big Picture Tattoos·Lien consulté,"4901 S State St unit b, Salt Lake City, UT 84107, États-Unis",bigpicturetattoo.com,+1 801-661-0715,0,5.0,40.7431151,-112.46897
